,Gene,Gene synonym,Ensembl,Gene description,Uniprot,Chromosome,Position,Protein class,Biological process,Molecular function,Disease involvement,Evidence,HPA evidence,UniProt evidence,NeXtProt evidence,RNA tissue specificity,RNA tissue distribution,RNA tissue specificity score,RNA tissue specific nTPM,RNA single cell type specificity,RNA single cell type distribution,RNA single cell type specificity score,RNA single cell type specific nTPM,RNA single nuclei brain specificity,RNA single nuclei brain distribution,RNA single nuclei brain specificity score,RNA single nuclei brain specific nTPM,RNA cancer specificity,RNA cancer distribution,RNA cancer specificity score,RNA cancer specific FPKM,RNA brain regional specificity,RNA brain regional distribution,RNA brain regional specificity score,RNA brain regional specific nTPM,RNA blood cell specificity,RNA blood cell distribution,RNA blood cell specificity score,RNA blood cell specific nTPM,RNA blood lineage specificity,RNA blood lineage distribution,RNA blood lineage specificity score,RNA blood lineage specific nTPM,RNA cell line specificity,RNA cell line distribution,RNA cell line specificity score,RNA cell line specific nTPM,RNA tissue cell type enrichment,RNA mouse brain regional specificity,RNA mouse brain regional distribution,RNA mouse brain regional specificity score,RNA mouse brain regional specific nTPM,RNA pig brain regional specificity,RNA pig brain regional distribution,RNA pig brain regional specificity score,RNA pig brain regional specific nTPM,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Secretome location,Secretome function,CCD Protein,CCD Transcript,Blood concentration - Conc. blood IM [pg/L],Blood concentration - Conc. blood MS [pg/L],Blood expression cluster,Tissue expression cluster,Brain expression cluster,Cell line expression cluster,Single cell expression cluster,Interactions,Subcellular main location,Subcellular additional location,Antibody RRID,Cancer prognostics - Bladder Urothelial Carcinoma (TCGA),Cancer prognostics - Breast Invasive Carcinoma (TCGA),Cancer prognostics - Breast Invasive Carcinoma (validation),Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),Cancer prognostics - Colon Adenocarcinoma (TCGA),Cancer prognostics - Colon Adenocarcinoma (validation),Cancer prognostics - Glioblastoma Multiforme (TCGA),Cancer prognostics - Glioblastoma Multiforme (validation),Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA),Cancer prognostics - Kidney Chromophobe (TCGA),Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA),Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation),Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA),Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA),Cancer prognostics - Liver Hepatocellular Carcinoma (validation),Cancer prognostics - Lung Adenocarcinoma (TCGA),Cancer prognostics - Lung Adenocarcinoma (validation),Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA),Cancer prognostics - Lung Squamous Cell Carcinoma (validation),Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA),Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation),Cancer prognostics - Pancreatic Adenocarcinoma (TCGA),Cancer prognostics - Pancreatic Adenocarcinoma (validation),Cancer prognostics - Prostate Adenocarcinoma (TCGA),Cancer prognostics - Rectum Adenocarcinoma (TCGA),Cancer prognostics - Rectum Adenocarcinoma (validation),Cancer prognostics - Skin Cuteneous Melanoma (TCGA),Cancer prognostics - Stomach Adenocarcinoma (TCGA),Cancer prognostics - Testicular Germ Cell Tumor (TCGA),Cancer prognostics - Thyroid Carcinoma (TCGA),Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA),HPA_Score,UniProt_Score,Final_Score
3167,CLEC11A,"CLECSF3, LSLCL, P47, SCGF",ENSG00000105472,C-type lectin domain containing 11A,Q9Y240,19,50723364-50725708,"Plasma proteins, Predicted secreted proteins",Osteogenesis,Growth factor,,Evidence at protein level,Evidence at transcript level,Evidence at protein level,Evidence at protein level,Tissue enhanced,Detected in many,,bone marrow: 114.3,Cell type enhanced,Detected in many,,Distal tubular cells: 129.1;Fibroblasts: 97.6;Melanocytes: 113.4;Ovarian stromal cells: 107.2,Low cell type specificity,Detected in all,,,Low cancer specificity,Detected in all,,,Low region specificity,Detected in all,,,Immune cell enhanced,Detected in many,,classical monocyte: 24.1,Low lineage specificity,Detected in many,,,Cancer enhanced,Detected in many,,Leukemia: 306.3,"Adipose subcutaneous - Adipose progenitor cells, Adipose visceral - Adipose progenitor cells, Heart muscle - Fibroblasts, Kidney - Fibroblasts, Liver - Hepatic stellate cells, Lung - Fibroblast_2, Skeletal muscle - Fibroblasts, Skin - Fibroblast_1, Spleen - Fibroblast_1, Stomach - Fibroblasts, Thyroid gland - Fibroblasts",Low region specificity,Detected in many,,,Low region specificity,Detected in all,,,HPA042690,Approved,,Approved,Centrosome,Secreted in other tissues,Growth factor,,,,980000.0,Cluster 2: Dendritic cells - Unknown function,Cluster 40: Non-specific - Transcription,Cluster 52: Neurons & Synapses - Synaptic function,Cluster 35: RS4;11 - Unknown function,Cluster 50: Connective tissue cells - ECM organization,58.0,Centrosome,,HPA042690: AB_10795511,unprognostic (3.34e-3),unprognostic (5.93e-2),unprognostic (7.95e-2),unprognostic (5.71e-2),unprognostic (4.16e-3),unprognostic (3.05e-2),unprognostic (4.50e-2),,unprognostic (2.68e-2),unprognostic (1.90e-1),unprognostic (5.33e-2),unprognostic (4.41e-2),unprognostic (1.52e-2),unprognostic (2.51e-2),unprognostic (1.94e-2),unprognostic (3.05e-1),unprognostic (1.54e-1),unprognostic (8.74e-3),unprognostic (1.84e-1),unprognostic (1.95e-2),unprognostic (2.44e-2),unprognostic (9.76e-2),unprognostic (3.62e-2),unprognostic (4.81e-2),unprognostic (4.34e-2),unprognostic (4.44e-2),unprognostic (2.06e-2),unprognostic (4.68e-2),unprognostic (1.21e-2),unprognostic (2.45e-2),unprognostic (1.06e-2),0,0,0
3130,CLCF1,"BSF-3, BSF3, CISS2, CLC, NNT-1, NNT1, NR6",ENSG00000175505,Cardiotrophin like cytokine factor 1,Q9UBD9,11,67364168-67374177,"Disease related genes, Human disease related genes, Metabolic proteins, Predicted secreted proteins",,Cytokine,Disease variant,Evidence at protein level,Evidence at transcript level,Evidence at protein level,Evidence at protein level,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,Glandular and luminal cells: 101.7;monocytes: 31.9;Secretory cells: 84.8,Low cell type specificity,Detected in many,,,Low cancer specificity,Detected in all,,,Low region specificity,Detected in all,,,Low immune cell specificity,Detected in many,,,Low lineage specificity,Detected in many,,,Low cancer specificity,Detected in all,,,"Heart muscle - Endothelial cells, Minor Salivary Gland - Minor salivary glandular cells, Spleen - B-cells (Spleen)",Not detected,Not detected,,,Region enhanced,Detected in some,,spinal cord: 3.9,HPA042444,Uncertain,,Approved,"Nuclear bodies,Vesicles",Secreted to blood,Cytokine,,,,,Cluster 29: Non-specific - Unknown function,Cluster 41: Smooth muscle tissue - ECM organization,Cluster 23: Choroid plexus - Mixed function,Cluster 7: Liver cancer - Metabolism,Cluster 37: Glandular & Luminal cells - Unknown function,2.0,"Nuclear bodies, Vesicles",,HPA042444: AB_10794527,unprognostic (3.48e-1),unprognostic (8.65e-2),unprognostic (3.12e-1),unprognostic (8.20e-4),unprognostic (3.72e-2),unprognostic (2.96e-1),unprognostic (2.37e-3),unprognostic (8.68e-3),unprognostic (6.70e-2),unprognostic (8.68e-2),unprognostic (1.14e-1),unprognostic (2.41e-1),unprognostic (2.77e-2),unprognostic (2.13e-3),unprognostic (1.02e-1),unprognostic (1.41e-2),unprognostic (1.63e-3),unprognostic (3.07e-3),unprognostic (3.10e-2),unprognostic (6.16e-3),unprognostic (1.96e-1),unprognostic (6.36e-3),unprognostic (2.23e-4),unprognostic (2.22e-1),unprognostic (6.76e-2),unprognostic (1.56e-4),unprognostic (9.33e-2),unprognostic (3.04e-2),unprognostic (1.73e-1),unprognostic (8.53e-2),unprognostic (7.74e-4),0,0,0
3123,CLASRP,"CLASP, SFRS16, SWAP2",ENSG00000104859,CLK4 associating serine/arginine rich protein,Q8N2M8,19,45039045-45070956,Predicted intracellular proteins,"mRNA processing, mRNA splicing",,,Evidence at protein level,Evidence at protein level,Evidence at protein level,Evidence at protein level,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,Low cancer specificity,Detected in all,,,Low region specificity,Detected in all,,,Low immune cell specificity,Detected in many,,,Low lineage specificity,Detected in all,,,Low cancer specificity,Detected in all,,,,Low region specificity,Detected in many,,,Low region specificity,Detected in all,,,"HPA060469, HPA062455",Approved,,Supported,Nucleoplasm,,,,,,,Cluster 29: Non-specific - Unknown function,Cluster 66: Non-specific - Transcription,Cluster 6: Non-specific - Immune response,Cluster 4: Non-specific - Transcription,Cluster 49: Non-specific - Transcription,18.0,Nucleoplasm,,"HPA060469: AB_2684289, HPA062455: AB_2684770",unprognostic (1.67e-1),unprognostic (1.12e-1),,unprognostic (8.08e-2),unprognostic (7.34e-2),unprognostic (1.73e-1),unprognostic (2.17e-1),unprognostic (2.22e-1),unprognostic (3.76e-3),unprognostic (1.88e-1),unprognostic (6.29e-5),unprognostic (2.83e-2),unprognostic (2.62e-3),unprognostic (3.49e-2),unprognostic (2.13e-1),unprognostic (4.13e-2),unprognostic (2.17e-2),unprognostic (1.69e-1),unprognostic (1.81e-1),unprognostic (1.26e-2),unprognostic (5.96e-3),unprognostic (7.12e-3),unprognostic (9.65e-2),unprognostic (1.98e-1),unprognostic (1.79e-1),unprognostic (2.65e-1),unprognostic (7.74e-2),unprognostic (4.53e-2),unprognostic (4.18e-2),unprognostic (1.36e-1),unprognostic (1.61e-1),0,0,0
3121,CLASP1,"KIAA0622, MAST1",ENSG00000074054,Cytoplasmic linker associated protein 1,Q7Z460,2,121337776-121649476,Predicted intracellular proteins,"Cell cycle, Cell division, Mitosis",,,Evidence at protein level,Evidence at transcript level,Evidence at protein level,Evidence at protein level,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,Astrocytes: 187.6;Excitatory neurons: 240.0;Inhibitory neurons: 203.5;Microglial cells: 125.2;Oligodendrocyte precursor cells: 218.9;Oligodendrocytes: 263.8,Low cell type specificity,Detected in all,,,Low cancer specificity,Detected in all,,,Low region specificity,Detected in all,,,Immune cell enhanced,Detected in many,,NK-cell: 6.0,Low lineage specificity,Detected in many,,,Low cancer specificity,Detected in all,,,Minor Salivary Gland - Endothelial cells,Low region specificity,Detected in all,,,Low region specificity,Detected in all,,,HPA065219,Uncertain,,,,,,,,,,Cluster 15: NK-cells - Unknown function,Cluster 3: Non-specific - Unknown function,Cluster 1: Neurons - Mixed function,Cluster 26: Non-specific - Mitochondria & RNA binding,Cluster 34: Neurons - Neuronal signaling,66.0,,,HPA065219: AB_2685436,unprognostic (4.37e-1),unprognostic (2.76e-2),unprognostic (1.97e-1),unprognostic (1.03e-1),unprognostic (1.56e-1),unprognostic (1.39e-1),unprognostic (1.42e-2),unprognostic (1.49e-2),unprognostic (3.67e-1),unprognostic (1.15e-1),unprognostic (4.39e-5),unprognostic (1.06e-3),unprognostic (4.80e-2),unprognostic (2.18e-2),unprognostic (1.07e-1),unprognostic (2.14e-1),unprognostic (2.24e-2),unprognostic (1.04e-1),unprognostic (3.87e-4),unprognostic (1.33e-1),unprognostic (3.95e-1),unprognostic (1.90e-1),unprognostic (3.45e-2),unprognostic (3.99e-1),unprognostic (2.45e-1),unprognostic (1.54e-3),unprognostic (6.53e-2),unprognostic (2.16e-1),unprognostic (3.41e-1),unprognostic (5.32e-2),unprognostic (1.03e-1),0,0,0
3120,CKS2,,ENSG00000123975,CDC28 protein kinase regulatory subunit 2,P33552,9,89311195-89316703,"Cancer-related genes, Predicted intracellular proteins","Cell cycle, Cell division",,Cancer-related genes,Evidence at protein level,Evidence at transcript level,Evidence at protein level,Evidence at protein level,Tissue enhanced,Detected in all,,bone marrow: 174.7;testis: 180.6,Cell type enhanced,Detected in many,,Langerhans cells: 465.9;Oocytes: 573.5;Spermatocytes: 692.5;Spermatogonia: 517.3,Low cell type specificity,Detected in many,,,Low cancer specificity,Detected in all,,,Low region specificity,Detected in all,,,Immune cell enhanced,Detected in all,,plasmacytoid DC: 188.4,Low lineage specificity,Detected in all,,,Low cancer specificity,Detected in all,,,"Kidney - Proximal tubular cells, Skin - Mitotic cells (Skin), Spleen - Mitotic cells (Spleen), Stomach - Mitotic cells (Stomach), Testis - Early spermatids",Low region specificity,Detected in all,,,Not detected,Not detected,,,"HPA003424, HPA030762",Approved,,Approved,"Nucleoplasm,Vesicles,Mitochondria,Cytosol",,,,Yes,,,Cluster 13: Non-specific - Mitochondria,Cluster 77: Bone marrow - Cell proliferation,Cluster 31: Non-specific - Transcription,Cluster 43: Non-specific - Basic cellular processes,Cluster 80: Non-specific - Transcription,26.0,"Mitochondria, Cytosol","Nucleoplasm, Vesicles","HPA003424: AB_2666948, HPA030762: AB_10670044",unprognostic (2.40e-3),unprognostic (9.66e-3),unprognostic (3.43e-2),unprognostic (1.33e-1),unprognostic (6.94e-2),unprognostic (1.63e-1),unprognostic (4.99e-3),unprognostic (3.93e-2),unprognostic (4.88e-2),unprognostic (9.84e-3),unprognostic (2.02e-3),unprognostic (2.11e-3),unprognostic (1.06e-8),unprognostic (2.68e-6),unprognostic (2.00e-7),unprognostic (1.11e-3),unprognostic (4.45e-2),unprognostic (1.15e-1),unprognostic (4.77e-2),unprognostic (4.02e-2),unprognostic (5.52e-2),unprognostic (8.80e-4),unprognostic (1.08e-1),unprognostic (2.35e-3),unprognostic (1.05e-1),unprognostic (9.19e-2),unprognostic (3.83e-2),unprognostic (1.60e-2),unprognostic (3.06e-1),unprognostic (2.17e-1),unprognostic (1.16e-1),0,0,0
3119,CKS1B,"CKS1, ckshs1",ENSG00000173207,CDC28 protein kinase regulatory subunit 1B,P61024,1,154974653-154979251,"Cancer-related genes, Predicted intracellular proteins","Cell cycle, Cell division",,Cancer-related genes,Evidence at protein level,Evidence at transcript level,Evidence at protein level,Evidence at protein level,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,Extravillous trophoblasts: 743.5;Oocytes: 521.3,Low cell type specificity,Detected in many,,,Low cancer specificity,Detected in all,,,Low region specificity,Detected in all,,,Low immune cell specificity,Detected in all,,,Low lineage specificity,Detected in all,,,Low cancer specificity,Detected in all,,,"Spleen - Mitotic cells (Spleen), Testis - Spermatocytes",Low region specificity,Detected in all,,,Low region specificity,Detected in all,,,"HPA003424, HPA030762",Approved,,Approved,"Nucleoplasm,Vesicles,Mitochondria,Cytosol",,,,Yes,,,Cluster 13: Non-specific - Mitochondria,Cluster 67: Lymphoid tissue & Bone marrow - Cell proliferation,Cluster 30: White matter - Myelination,Cluster 45: Non-specific - Nuclear processes,Cluster 4: Extravillous trophoblasts - Unknown function,79.0,"Mitochondria, Cytosol","Nucleoplasm, Vesicles","HPA003424: AB_2666948, HPA030762: AB_10670044",unprognostic (3.07e-3),unprognostic (2.69e-2),unprognostic (2.00e-2),unprognostic (2.89e-2),unprognostic (2.74e-1),unprognostic (3.29e-2),unprognostic (4.76e-1),unprognostic (1.64e-3),unprognostic (3.25e-2),unprognostic (1.88e-1),unprognostic (2.37e-4),unprognostic (1.95e-2),unprognostic (3.67e-7),unprognostic (3.42e-6),unprognostic (2.33e-4),unprognostic (4.74e-5),unprognostic (2.72e-3),unprognostic (3.08e-2),unprognostic (9.36e-2),unprognostic (6.34e-2),unprognostic (2.59e-1),unprognostic (8.22e-4),unprognostic (2.80e-2),unprognostic (2.36e-1),unprognostic (2.31e-1),unprognostic (2.76e-1),unprognostic (1.70e-1),unprognostic (1.40e-1),unprognostic (2.81e-1),unprognostic (1.83e-2),unprognostic (1.92e-2),0,0,0
3109,CKAP2L,"FLJ40629, radmis",ENSG00000169607,Cytoskeleton associated protein 2 like,Q8IYA6,2,112736349-112764664,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,Intellectual disability,Evidence at protein level,Evidence at protein level,Evidence at protein level,Evidence at protein level,Group enriched,Detected in some,4.0,bone marrow: 13.0;lymphoid tissue: 11.7;testis: 4.4,Cell type enhanced,Detected in many,,Cytotrophoblasts: 12.2;Erythroid cells: 29.5;Extravillous trophoblasts: 12.2;Spermatocytes: 35.6;Spermatogonia: 37.3,Cell type enhanced,Detected in single,,hippocampal dentate gyrus: 1.3,Low cancer specificity,Detected in many,,,Low region specificity,Detected in all,,,Not detected in immune cells,Not detected,,,Not detected,Not detected,,,Low cancer specificity,Detected in all,,,"Adrenal gland - Mitotic cells (Adrenal gland), Colon - Mitotic cells (Colon), Heart muscle - Mitotic cells (Heart), Lung - Mitotic cells (Lung), Minor Salivary Gland - Mitotic cells (Minor salivary gland), Skin - Mitotic cells (Skin), Spleen - Mitotic cells (Spleen), Stomach - Mitotic cells (Stomach), Testis - Spermatocytes, Thyroid gland - Mitotic cells (Thyroid)",Low region specificity,Detected in some,,,Low region specificity,Detected in all,,,"HPA039407, HPA040057, HPA070737",Uncertain,,Supported,"Microtubules,Mitotic spindle,Primary cilium,Cytosol",,,Yes,Yes,,,,Cluster 67: Lymphoid tissue & Bone marrow - Cell proliferation,Cluster 9: Non-specific - Receptor signaling,Cluster 72: Neuronal - Signal transduction,Cluster 52: Non-specific - Cell proliferation,5.0,Microtubules,"Mitotic spindle, Primary cilium, Cytosol","HPA039407: AB_10794091, HPA040057: AB_10794871, HPA070737: AB_2686303",unprognostic (2.32e-4),unprognostic (3.16e-1),unprognostic (3.60e-1),unprognostic (3.11e-1),unprognostic (1.77e-2),unprognostic (1.70e-1),unprognostic (3.21e-1),unprognostic (4.53e-3),unprognostic (2.06e-1),,,unprognostic (7.51e-4),,unprognostic (2.04e-4),unprognostic (8.29e-7),unprognostic (2.69e-5),unprognostic (2.22e-4),unprognostic (2.30e-1),unprognostic (2.36e-1),unprognostic (1.07e-1),unprognostic (3.28e-1),unprognostic (2.07e-5),unprognostic (7.21e-2),,unprognostic (1.27e-1),unprognostic (4.99e-1),unprognostic (3.32e-3),unprognostic (1.58e-1),unprognostic (1.15e-1),,unprognostic (1.19e-3),0,0,0
3108,CKAP2,"FLJ10749, LB1, se20-10, TMAP",ENSG00000136108,Cytoskeleton associated protein 2,Q8WWK9,13,52455429-52476628,Predicted intracellular proteins,"Apoptosis, Cell cycle",,,Evidence at protein level,Evidence at protein level,Evidence at protein level,Evidence at protein level,Tissue enhanced,Detected in all,,bone marrow: 66.9,Cell type enhanced,Detected in all,,Erythroid cells: 114.3;Spermatocytes: 152.8,Low cell type specificity,Detected in all,,,Low cancer specificity,Detected in all,,,Low region specificity,Detected in all,,,Low immune cell specificity,Detected in all,,,Low lineage specificity,Detected in all,,,Low cancer specificity,Detected in all,,,"Lung - Mitotic cells (Lung), Skin - Mitotic cells (Skin), Spleen - Mitotic cells (Spleen), Testis - Spermatocytes",Low region specificity,Detected in some,,,Low region specificity,Detected in many,,,"HPA008410, HPA027821",Enhanced,,Supported,"Microtubules,Mitotic spindle,Primary cilium,Centrosome,Basal body",,,Yes,Yes,,,Cluster 32: Basophils - Transcription,Cluster 77: Bone marrow - Cell proliferation,Cluster 2: Neurons - Nucleosome,Cluster 19: Non-specific - Unknown function,Cluster 52: Non-specific - Cell proliferation,28.0,"Microtubules, Primary cilium, Basal body","Mitotic spindle, Centrosome","HPA008410: AB_1846832, HPA027821: AB_10602208",unprognostic (3.18e-3),unprognostic (2.01e-1),unprognostic (3.35e-2),unprognostic (5.17e-3),unprognostic (9.47e-2),unprognostic (9.91e-2),unprognostic (8.32e-2),unprognostic (3.19e-3),unprognostic (6.78e-2),unprognostic (2.34e-4),unprognostic (8.87e-4),unprognostic (4.46e-2),unprognostic (6.65e-4),unprognostic (1.51e-4),unprognostic (3.47e-5),unprognostic (1.86e-3),unprognostic (7.62e-3),unprognostic (3.33e-1),unprognostic (1.43e-1),unprognostic (3.29e-4),unprognostic (2.21e-1),unprognostic (4.71e-2),unprognostic (2.16e-2),unprognostic (1.13e-2),unprognostic (6.00e-2),unprognostic (4.68e-2),unprognostic (5.94e-2),unprognostic (5.83e-2),unprognostic (9.37e-2),unprognostic (7.87e-2),unprognostic (7.88e-2),0,0,0
3107,CIZ1,"LSFR1, ZNF356",ENSG00000148337,CDKN1A interacting zinc finger protein 1,Q9ULV3,9,128161251-128204383,"Disease related genes, Plasma proteins, Predicted intracellular proteins",,,"Disease variant, Dystonia",Evidence at protein level,Evidence at protein level,Evidence at protein level,Evidence at protein level,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cancer specificity,Detected in all,,,Low region specificity,Detected in all,,,Low immune cell specificity,Detected in many,,,Low lineage specificity,Detected in all,,,Low cancer specificity,Detected in all,,,Testis - Early spermatids,Low region specificity,Detected in all,,,Low region specificity,Detected in all,,,"HPA020380, HPA020387",Uncertain,,Enhanced,Nucleoplasm,,,,,,,Cluster 5: Non-specific - Cell proliferation,Cluster 19: Non-specific - Basic cellular processes,Cluster 4: Non-specific - mRNA splicing & Cell cycle,Cluster 43: Non-specific - Basic cellular processes,Cluster 70: Spermatocytes & Spermatids - Spermatid development,17.0,Nucleoplasm,,"HPA020380: , HPA020387: AB_2670425",unprognostic (2.44e-1),unprognostic (2.37e-1),unprognostic (1.54e-1),unprognostic (1.36e-1),unprognostic (1.09e-1),unprognostic (1.65e-4),unprognostic (3.09e-3),unprognostic (2.52e-1),unprognostic (3.05e-2),unprognostic (1.03e-1),unprognostic (1.30e-3),unprognostic (2.03e-2),unprognostic (2.60e-1),unprognostic (3.59e-4),unprognostic (4.58e-4),unprognostic (5.64e-2),unprognostic (8.42e-3),unprognostic (1.71e-1),unprognostic (5.49e-2),unprognostic (7.49e-3),unprognostic (1.57e-1),unprognostic (1.08e-1),unprognostic (1.38e-1),unprognostic (1.33e-2),unprognostic (6.24e-2),unprognostic (3.32e-1),unprognostic (5.19e-1),unprognostic (1.82e-1),unprognostic (1.23e-1),unprognostic (2.84e-1),unprognostic (8.42e-2),0,0,0
3423,COMMD9,"FLJ31106, HSPC166",ENSG00000110442,COMM domain containing 9,Q9P000,11,36269284-36289449,Predicted intracellular proteins,"Ion transport, Sodium transport, Transcription, Transcription regulation, Transport, Ubl conjugation pathway",,,Evidence at protein level,Evidence at protein level,Evidence at protein level,Evidence at protein level,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,Hofbauer cells: 108.7,Low cell type specificity,Detected in all,,,Low cancer specificity,Detected in all,,,Low region specificity,Detected in all,,,Low immune cell specificity,Detected in all,,,Low lineage specificity,Detected in all,,,Low cancer specificity,Detected in all,,,"Adipose subcutaneous - Macrophages, Lung - Macrophages, Spleen - Macrophages, Thyroid gland - Thyroid glandular cells",Low region specificity,Detected in all,,,Low region specificity,Detected in all,,,HPA009142,Uncertain,,Supported,"Nucleoplasm,Golgi apparatus,Cytosol",,,,,,,Cluster 10: Non-specific - Membrane trafficking,Cluster 54: Non-specific - Basic cellular processes,Cluster 27: Non-specific - Mixed function,Cluster 24: Non-specific - Unknown function,Cluster 58: Macrophages - Innate immune response,42.0,Nucleoplasm,"Golgi apparatus, Cytosol",HPA009142: AB_1847105,unprognostic (2.49e-2),unprognostic (1.13e-1),unprognostic (1.93e-3),unprognostic (3.73e-1),unprognostic (9.60e-3),unprognostic (1.25e-1),unprognostic (1.34e-1),unprognostic (3.84e-1),unprognostic (1.05e-1),unprognostic (2.93e-2),unprognostic (1.95e-10),unprognostic (1.51e-2),unprognostic (7.54e-5),unprognostic (1.51e-5),unprognostic (1.15e-3),unprognostic (2.99e-2),unprognostic (1.26e-2),unprognostic (2.92e-2),unprognostic (5.61e-2),unprognostic (2.14e-1),unprognostic (3.15e-2),unprognostic (2.99e-1),unprognostic (1.14e-1),unprognostic (2.31e-1),unprognostic (1.66e-1),unprognostic (2.42e-2),unprognostic (1.10e-1),unprognostic (2.97e-1),unprognostic (1.57e-1),unprognostic (2.54e-1),unprognostic (3.31e-2),0,0,0
3430,COPB2,"beta'-COP, betaprime-COP",ENSG00000184432,COPI coat complex subunit beta 2,P35606,3,139353946-139389736,"Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins","ER-Golgi transport, Protein transport, Transport",,"Osteoporosis, Primary microcephaly",Evidence at protein level,Evidence at protein level,Evidence at protein level,Evidence at protein level,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cancer specificity,Detected in all,,,Low region specificity,Detected in all,,,Low immune cell specificity,Detected in all,,,Low lineage specificity,Detected in all,,,Low cancer specificity,Detected in all,,,Adrenal gland - Adrenal cortex cells,Low region specificity,Detected in all,,,Low region specificity,Detected in all,,,"HPA036867, HPA058180",Approved,,Approved,"Endoplasmic reticulum,Golgi apparatus",,,,,,100000.0,Cluster 10: Non-specific - Membrane trafficking,Cluster 68: Non-specific - Protein processing,Cluster 21: Non-specific - Metabolism,Cluster 63: Non-specific - Protein processing,Cluster 77: Plasma cells - Protein processing,169.0,Endoplasmic reticulum,Golgi apparatus,"HPA036867: AB_10672271, HPA058180: AB_2683630",unprognostic (5.52e-2),unprognostic (1.26e-3),unprognostic (8.02e-2),unprognostic (1.02e-2),unprognostic (5.42e-2),unprognostic (1.39e-1),unprognostic (1.61e-1),unprognostic (7.04e-4),unprognostic (1.44e-1),unprognostic (2.97e-3),unprognostic (1.87e-4),unprognostic (1.50e-1),unprognostic (2.14e-1),unprognostic (1.87e-4),unprognostic (4.50e-3),unprognostic (1.94e-2),unprognostic (7.26e-3),unprognostic (1.94e-1),unprognostic (2.63e-1),unprognostic (2.17e-1),unprognostic (4.81e-2),unprognostic (5.30e-3),unprognostic (5.08e-2),unprognostic (1.57e-1),unprognostic (7.54e-2),unprognostic (2.15e-3),unprognostic (2.90e-1),unprognostic (2.28e-1),unprognostic (1.47e-1),unprognostic (3.32e-2),unprognostic (1.54e-1),0,0,0
